1|188135|0.0|0.0
1|250273|90.0|90.0
1|60428|0.0|90.0
1|187953|90.0|90.0
1|108088|0.0|0.0
1|52615|90.0|90.0
3|170331|0.0|0.0
3|53881|0.0|0.0
3|92079|0.0|0.0
3|1199|0.0|0.0
3|72035|30.0|0.0
3|164737|0.0|0.0
5|230811|0.0|0.0
5|223222|70.0|70.0
5|11786|0.0|90.0
5|16367|0.0|0.0
5|76149|0.0|0.0
5|234512|70.0|70.0
9|213659|90.0|90.0
9|195174|0.0|90.0
9|119128|0.0|0.0
9|177509|0.0|0.0
9|150618|0.0|0.0
9|267024|90.0|90.0
10|136562|0.0|0.0
10|101910|0.0|0.0
10|283051|0.0|0.0
10|187560|0.0|0.0
10|47528|0.0|0.0
10|120383|0.0|0.0
11|64349|0.0|0.0
11|61971|0.0|0.0
11|216012|0.0|0.0
11|55250|0.0|0.0
11|108917|0.0|0.0
11|139745|0.0|0.0
14|275193|0.0|0.0
14|71363|0.0|0.0
14|121861|0.0|0.0
14|168824|0.0|0.0
14|230278|0.0|0.0
14|160169|0.0|0.0
16|101297|0.0|0.0
16|205840|0.0|0.0
16|24526|0.0|0.0
16|49850|0.0|0.0
16|70788|0.0|0.0
16|51218|0.0|0.0
17|67023|0.0|0.0
17|180634|0.0|0.0
17|204472|0.0|0.0
17|252573|0.0|0.0
17|13495|0.0|0.0
17|46889|0.0|0.0
22|289978|0.0|0.0
22|69054|0.0|0.0
22|260801|0.0|0.0
22|197799|0.0|0.0
22|95502|0.0|0.0
22|67865|0.0|0.0
23|170783|0.0|0.0
23|17790|0.0|0.0
23|232816|0.0|0.0
23|58449|0.0|0.0
23|183841|0.0|0.0
23|118780|0.0|0.0
24|57011|0.0|0.0
24|205890|0.0|0.0
24|167478|0.0|0.0
24|93321|0.0|0.0
24|139963|0.0|0.0
24|175818|0.0|0.0
26|17790|0.0|0.0
26|245668|0.0|0.0
26|175560|0.0|0.0
26|92995|0.0|0.0
26|18009|0.0|0.0
26|9096|0.0|0.0
30|180875|0.0|0.0
30|176274|0.0|0.0
30|253486|0.0|0.0
30|101871|0.0|0.0
30|292630|0.0|0.0
30|88927|0.0|0.0
32|258824|0.0|0.0
32|227732|0.0|0.0
32|31066|0.0|0.0
32|146212|0.0|0.0
32|143138|0.0|0.0
32|21099|0.0|0.0
36|34503|0.0|0.0
36|166629|0.0|0.0
36|262269|0.0|0.0
36|224617|0.0|0.0
36|92062|0.0|0.0
36|142130|0.0|0.0
39|7897|0.0|0.0
39|73195|0.0|0.0
39|254344|0.0|0.0
39|86732|0.0|0.0
39|230460|0.0|0.0
39|31200|0.0|0.0
44|277019|0.0|0.0
44|150559|0.0|0.0
44|144511|0.0|0.0
44|52202|0.0|0.0
44|264368|0.0|0.0
44|286188|0.0|0.0
48|173540|0.0|0.0
48|143084|0.0|0.0
48|46475|0.0|0.0
48|112564|0.0|0.0
48|79349|0.0|0.0
48|256009|0.0|0.0
58|12264|0.0|0.0
58|125040|0.0|0.0
58|80663|0.0|0.0
58|291128|0.0|0.0
58|96237|0.0|0.0
58|94095|0.0|0.0
59|283018|0.0|0.0
59|192065|0.0|0.0
59|153170|0.0|0.0
59|5660|0.0|0.0
59|241491|0.0|0.0
59|246319|0.0|0.0
60|233237|0.0|0.0
60|245548|0.0|0.0
60|268572|0.0|0.0
60|20680|0.0|0.0
60|28967|0.0|0.0
60|279899|0.0|0.0
61|239100|0.0|0.0
61|231206|0.0|0.0
61|185033|0.0|0.0
61|3109|0.0|0.0
61|34940|0.0|0.0
61|68080|0.0|0.0
65|8424|0.0|0.0
65|71197|0.0|0.0
65|69315|0.0|0.0
65|269171|0.0|0.0
65|165332|0.0|0.0
65|136869|0.0|0.0
67|30048|0.0|0.0
67|70268|0.0|0.0
67|163461|0.0|0.0
67|261695|0.0|0.0
67|153338|0.0|0.0
67|225847|0.0|0.0
68|56836|0.0|0.0
68|171850|0.0|0.0
68|241105|0.0|0.0
68|280508|0.0|0.0
68|53636|0.0|0.0
68|86485|0.0|0.0
69|101201|0.0|0.0
69|141516|0.0|0.0
69|54217|0.0|0.0
69|227235|0.0|0.0
69|252302|0.0|0.0
69|33441|0.0|0.0
71|186360|0.0|0.0
71|103055|0.0|0.0
71|185040|0.0|0.0
71|169538|0.0|0.0
71|105893|0.0|0.0
71|242840|0.0|0.0
76|39991|0.0|0.0
76|118348|0.0|0.0
76|7669|0.0|0.0
76|65731|0.0|0.0
76|244608|0.0|0.0
76|51849|0.0|0.0
82|275006|0.0|0.0
82|47306|0.0|0.0
82|114660|0.0|0.0
82|114019|0.0|0.0
82|131352|0.0|0.0
82|246317|0.0|0.0
83|201249|0.0|0.0
83|119375|0.0|0.0
83|207829|0.0|0.0
83|112391|0.0|0.0
83|107359|0.0|0.0
83|224410|0.0|0.0
90|151306|0.0|0.0
90|92548|90.0|90.0
90|181565|0.0|0.0
90|217483|0.0|0.0
90|49648|90.0|90.0
90|281815|90.0|90.0
91|103861|0.0|0.0
91|180978|0.0|70.0
91|190099|0.0|90.0
91|172339|0.0|0.0
91|2129|70.0|70.0
91|92770|0.0|90.0
96|262770|0.0|0.0
96|17790|0.0|0.0
96|91171|0.0|90.0
96|201247|0.0|0.0
96|104106|0.0|90.0
96|228569|90.0|90.0
97|14823|0.0|0.0
97|227943|92.0|95.0
97|210104|96.0|90.0
97|256574|90.0|92.0
97|280182|0.0|83.0
97|208235|0.0|0.0
98|246255|0.0|0.0
98|246199|90.0|90.0
98|246852|0.0|0.0
98|99255|90.0|70.0
98|219754|0.0|0.0
98|261221|90.0|70.0
99|14735|0.0|0.0
99|244729|0.0|0.0
99|8379|0.0|0.0
99|33195|0.0|0.0
99|232056|0.0|0.0
99|33622|0.0|0.0
103|144499|0.0|0.0
103|120734|0.0|0.0
103|105617|0.0|0.0
103|123232|0.0|0.0
103|55591|0.0|0.0
103|152133|0.0|0.0
107|220665|0.0|0.0
107|51965|0.0|0.0
107|125677|0.0|0.0
107|187314|0.0|0.0
107|294289|0.0|0.0
107|287377|0.0|0.0
108|185174|0.0|0.0
108|209852|0.0|0.0
108|237211|0.0|0.0
108|85681|0.0|0.0
108|253265|0.0|0.0
108|214911|0.0|0.0
113|170773|0.0|0.0
113|170344|0.0|0.0
113|151431|0.0|0.0
113|167292|0.0|0.0
113|234976|0.0|0.0
113|44031|0.0|0.0
117|263438|0.0|0.0
117|153096|0.0|0.0
117|281029|0.0|0.0
117|144140|0.0|0.0
117|258965|0.0|0.0
117|266912|0.0|0.0
118|273258|0.0|0.0
118|249150|0.0|0.0
118|217090|0.0|0.0
118|40572|0.0|0.0
118|87883|0.0|0.0
118|215339|0.0|0.0
119|119006|0.0|0.0
119|268917|0.0|0.0
119|102251|0.0|0.0
119|83680|0.0|0.0
119|82931|0.0|0.0
119|38880|0.0|0.0
120|249815|0.0|0.0
120|247824|0.0|0.0
120|264582|0.0|0.0
120|274010|0.0|0.0
120|187813|0.0|0.0
120|117093|0.0|0.0
123|79909|0.0|0.0
123|115656|0.0|0.0
123|24426|0.0|0.0
123|122138|0.0|0.0
123|165332|0.0|0.0
123|47591|0.0|0.0
124|268787|0.0|0.0
124|162604|0.0|0.0
124|76451|0.0|0.0
124|158083|0.0|0.0
124|133908|0.0|0.0
124|149182|0.0|0.0
126|39046|0.0|0.0
126|39359|0.0|0.0
126|56976|0.0|0.0
126|5033|0.0|0.0
126|40128|0.0|0.0
126|14238|0.0|0.0
127|250273|0.0|0.0
127|180231|0.0|0.0
127|294632|0.0|0.0
127|264582|0.0|0.0
127|12406|0.0|0.0
127|82520|0.0|0.0
130|261844|0.0|0.0
130|95543|0.0|0.0
130|86266|0.0|0.0
130|289212|0.0|0.0
130|17099|0.0|0.0
130|245719|0.0|0.0
131|92064|0.0|0.0
131|3684|0.0|0.0
131|271794|0.0|0.0
131|72878|0.0|0.0
131|288019|0.0|0.0
131|161084|0.0|0.0
135|110328|0.0|0.0
135|98305|0.0|0.0
135|232242|0.0|0.0
135|27573|0.0|0.0
135|5875|0.0|0.0
135|135529|0.0|0.0
136|273852|0.0|0.0
136|227586|0.0|0.0
136|222443|0.0|0.0
136|257260|0.0|0.0
136|9464|0.0|0.0
136|30202|0.0|0.0
137|28199|0.0|0.0
137|44210|0.0|0.0
137|41728|0.0|0.0
137|3998|0.0|0.0
137|98358|0.0|0.0
137|124810|0.0|0.0
138|113393|0.0|0.0
138|244850|0.0|0.0
138|168065|0.0|0.0
138|204836|0.0|0.0
138|212675|0.0|0.0
138|63023|0.0|0.0
139|183878|0.0|0.0
139|26225|0.0|0.0
139|144285|0.0|0.0
139|117728|0.0|0.0
139|2088|0.0|0.0
139|210627|0.0|0.0
143|32503|0.0|0.0
143|281139|0.0|0.0
143|185423|0.0|0.0
143|58976|0.0|0.0
143|187771|0.0|0.0
143|43391|0.0|0.0
145|49463|0.0|0.0
145|151109|0.0|0.0
145|9648|0.0|0.0
145|108560|0.0|0.0
145|281608|0.0|0.0
145|33807|0.0|0.0
148|285196|0.0|0.0
148|283619|0.0|0.0
148|192203|0.0|0.0
148|221248|0.0|0.0
148|271914|0.0|0.0
148|295396|0.0|0.0
150|42756|0.0|0.0
150|190154|0.0|0.0
150|140019|0.0|0.0
150|32686|0.0|0.0
150|143570|0.0|0.0
150|89636|0.0|0.0
152|248345|0.0|0.0
152|201021|0.0|0.0
152|246657|0.0|0.0
152|244402|0.0|0.0
152|42331|0.0|0.0
152|23039|0.0|0.0
157|130157|0.0|0.0
157|35786|0.0|0.0
157|147094|0.0|0.0
157|266209|0.0|0.0
157|78120|0.0|0.0
157|53162|0.0|0.0
158|192044|0.0|0.0
158|95709|0.0|0.0
158|48874|0.0|0.0
158|15171|0.0|0.0
158|225598|0.0|0.0
158|51618|0.0|0.0
160|131564|0.0|0.0
160|42316|0.0|0.0
160|257780|0.0|0.0
160|194112|0.0|0.0
160|250101|0.0|0.0
160|108560|0.0|0.0
163|252312|0.0|0.0
163|66326|0.0|0.0
163|204859|0.0|0.0
163|140173|0.0|0.0
163|86162|0.0|0.0
163|186707|0.0|0.0
166|262414|0.0|0.0
166|52523|0.0|0.0
166|149377|0.0|0.0
166|84307|0.0|0.0
166|63038|0.0|0.0
166|81750|0.0|0.0
170|156103|0.0|0.0
170|159010|0.0|0.0
170|171346|0.0|0.0
170|45945|0.0|0.0
170|18718|0.0|0.0
170|100915|0.0|0.0
178|269004|0.0|0.0
178|124275|0.0|0.0
178|294881|0.0|0.0
178|277020|0.0|0.0
178|226077|0.0|0.0
178|99197|0.0|0.0
181|71202|0.0|0.0
181|146503|0.0|0.0
181|137720|0.0|0.0
181|70276|0.0|0.0
181|209044|0.0|0.0
181|6173|0.0|0.0
184|268809|0.0|0.0
184|60913|0.0|0.0
184|162210|0.0|0.0
184|1497|0.0|0.0
184|3715|0.0|0.0
184|24023|0.0|0.0
185|243026|0.0|0.0
185|101321|0.0|0.0
185|92995|0.0|0.0
185|135260|0.0|0.0
185|271100|0.0|0.0
185|42375|0.0|0.0
188|194798|0.0|0.0
188|291646|0.0|0.0
188|260118|0.0|0.0
188|202784|0.0|0.0
188|179535|0.0|0.0
188|271061|0.0|0.0
189|263828|0.0|0.0
189|242681|0.0|0.0
189|137768|0.0|0.0
189|232705|0.0|0.0
189|52617|0.0|0.0
189|169568|0.0|0.0
192|163855|0.0|0.0
192|107094|0.0|0.0
192|286807|0.0|0.0
192|185489|0.0|0.0
192|226309|0.0|0.0
192|100371|0.0|0.0
193|150248|0.0|0.0
193|125428|0.0|0.0
193|49819|0.0|0.0
193|255123|0.0|0.0
193|38967|0.0|0.0
193|123130|0.0|0.0
195|30970|0.0|0.0
195|179509|0.0|0.0
195|247788|0.0|0.0
195|287300|0.0|0.0
195|205018|0.0|0.0
195|207890|0.0|0.0
198|143570|0.0|0.0
198|176427|0.0|0.0
198|122595|0.0|0.0
198|204554|0.0|0.0
198|33537|0.0|0.0
198|213072|0.0|0.0
201|144563|0.0|0.0
201|232744|0.0|0.0
201|16241|0.0|0.0
201|246291|0.0|0.0
201|93604|0.0|0.0
201|116244|0.0|0.0
204|121280|0.0|0.0
204|38354|0.0|0.0
204|161845|0.0|0.0
204|290046|0.0|0.0
204|200528|0.0|0.0
204|4880|0.0|0.0
206|58763|0.0|0.0
206|71045|0.0|0.0
206|106776|0.0|0.0
206|116962|0.0|0.0
206|212592|0.0|0.0
206|114249|0.0|0.0
207|203014|0.0|0.0
207|45579|0.0|0.0
207|6745|0.0|0.0
207|285250|0.0|0.0
207|248930|0.0|0.0
207|28001|0.0|0.0
209|35854|0.0|0.0
209|85532|0.0|0.0
209|120246|0.0|0.0
209|95295|0.0|0.0
209|132424|0.0|0.0
209|279253|0.0|0.0
217|181|0.0|0.0
217|87040|0.0|0.0
217|228894|0.0|0.0
217|123952|0.0|0.0
217|71193|0.0|0.0
217|152826|0.0|0.0
218|220422|0.0|0.0
218|177482|0.0|0.0
218|94635|0.0|0.0
218|54690|0.0|0.0
218|31436|0.0|0.0
218|160569|0.0|0.0
219|69994|0.0|0.0
219|177712|0.0|0.0
219|146727|0.0|0.0
219|46424|0.0|0.0
219|50202|0.0|0.0
219|44796|0.0|0.0
223|288758|0.0|0.0
223|121646|0.0|0.0
223|289357|0.0|0.0
223|147523|0.0|0.0
223|128855|0.0|0.0
223|82253|0.0|0.0
225|18155|0.0|0.0
225|211339|0.0|0.0
225|196918|0.0|0.0
225|6532|0.0|0.0
225|43200|0.0|0.0
225|150489|0.0|0.0
227|210865|0.0|0.0
227|59158|0.0|0.0
227|287266|0.0|0.0
227|100995|0.0|0.0
227|178523|0.0|0.0
227|7859|0.0|0.0
229|70213|0.0|0.0
229|172024|0.0|0.0
229|182452|0.0|0.0
229|249143|0.0|0.0
229|237911|0.0|0.0
229|84307|0.0|0.0
231|259388|0.0|0.0
231|278582|0.0|0.0
231|27035|0.0|0.0
231|210408|0.0|0.0
231|284392|0.0|0.0
231|140334|0.0|0.0
232|234652|0.0|0.0
232|242102|0.0|0.0
232|5791|0.0|0.0
232|37931|0.0|0.0
232|234536|0.0|0.0
232|171357|0.0|0.0
234|198204|0.0|0.0
234|233293|0.0|0.0
234|123149|0.0|0.0
234|255553|0.0|0.0
234|47084|0.0|0.0
234|38390|0.0|0.0
235|8390|0.0|0.0
235|175928|0.0|0.0
235|141273|0.0|0.0
235|260314|0.0|0.0
235|276635|0.0|0.0
235|275217|0.0|0.0
239|270141|0.0|0.0
239|13240|0.0|0.0
239|280342|0.0|0.0
239|261450|0.0|0.0
239|153923|0.0|0.0
239|193613|0.0|0.0
241|252608|0.0|0.0
241|47136|0.0|0.0
241|144424|0.0|0.0
241|52499|0.0|0.0
241|83832|0.0|0.0
241|80649|0.0|0.0
243|29348|0.0|0.0
243|240434|0.0|0.0
243|76280|0.0|0.0
243|149769|0.0|0.0
243|159155|0.0|0.0
243|51234|0.0|0.0
244|192979|0.0|0.0
244|25235|0.0|0.0
244|217708|0.0|0.0
244|111014|0.0|0.0
244|204859|0.0|0.0
244|200797|0.0|0.0
248|200159|0.0|0.0
248|259333|0.0|0.0
248|262534|0.0|0.0
248|143297|0.0|0.0
248|254837|0.0|0.0
248|224304|0.0|0.0
250|119294|0.0|0.0
250|288689|0.0|0.0
250|106898|0.0|0.0
250|265449|0.0|0.0
250|102978|0.0|0.0
250|174258|0.0|0.0
256|50572|0.0|0.0
256|237839|0.0|0.0
256|160146|0.0|0.0
256|11196|0.0|0.0
256|183583|0.0|0.0
256|293221|0.0|0.0
262|248986|0.0|0.0
262|197912|0.0|0.0
262|104262|0.0|0.0
262|51665|0.0|0.0
262|226320|0.0|0.0
262|119229|0.0|0.0
263|264014|0.0|0.0
263|29894|0.0|0.0
263|269991|0.0|0.0
263|52615|0.0|0.0
263|107923|0.0|0.0
263|188681|0.0|0.0
269|23998|0.0|0.0
269|35396|0.0|0.0
269|284406|0.0|0.0
269|219794|0.0|0.0
269|34337|0.0|0.0
269|250410|0.0|0.0
273|180441|0.0|0.0
273|39579|0.0|0.0
273|109069|0.0|0.0
273|120603|0.0|0.0
273|237989|0.0|0.0
273|272870|0.0|0.0
274|173776|0.0|0.0
274|77233|0.0|0.0
274|123061|0.0|0.0
274|255493|0.0|0.0
274|290045|0.0|0.0
274|257660|0.0|0.0
276|183123|0.0|0.0
276|193613|0.0|0.0
276|18067|0.0|0.0
276|237309|0.0|0.0
276|183431|0.0|0.0
276|274787|0.0|0.0
278|207401|0.0|0.0
278|64470|0.0|0.0
278|29297|0.0|0.0
278|104809|0.0|0.0
278|102495|0.0|0.0
278|183711|0.0|0.0
279|246027|0.0|0.0
279|26698|0.0|0.0
279|29379|0.0|0.0
279|279219|0.0|0.0
279|253344|0.0|0.0
279|267359|0.0|0.0
280|123997|0.0|0.0
280|251105|0.0|0.0
